article,celeb,x,y
"Journey fans can relax, keyboardist Jonathan Cain insists the band isn't calling it quits over their White House visit without founding member Neal Schon -- although Neal doesn't seem nearly as sure.We got Cain and his wife, Paula, at LAX Tuesday and asked about Neal going off on Twitter about the visit. Everyone attended but drummer Steve Smith and Neal, who thinks the band shouldn't be exploited by anyone especially for politics or religion.Cain, whose wife is a televangelist with strong ties to President Trump, says he hasn't talked to Neal since the rant, and the guitarist is still steaming almost a week later. He has made it clear the tension isn't about Trump, but certainly made it seem like it's about Jonathan mixing his wife's agenda with the band's.We've talked about this long ago with JC RV myself and Managment we left the meeting & all understood that it must be separate. https://t.co/WcMfcoEuYOSo, fresh off their Hall of Fame induction ... is Journey rock solid?Depends on who you choose to keep believin'.",trump,-20.296592712402344,17.17646026611328
"Quantasia Sharpton declaring ""I need money"" has nothing to do with her lawsuit against Usher -- she's just struggling financially like millions of Americans ... according to her lawyer.Celebrity attorney Lisa Bloom tells TMZ her client has been raked over the coals since her Monday morning news conference. In particular, Bloom defended Quantasia's social media post saying she's hard up for cash ... which came one week prior to the suit.Bloom says it's unfair to connect the two things -- ""It's not a crime to be poor in America. It's not a crime to be honest about the fact you need money. Most people need money."" She points out Quantasia didn't put a dollar amount on the lawsuit, and only wants what a jury deems fair.In addition, Bloom says Quantasia's been repeatedly fat shamed online since the news conference.",usher herpes scandal,24.06667137145996,-5.638060092926025
"Glen Campbell -- legendary country music singer best known for his 1975 hit, ""Rhinestone Cowboy"" -- has died after a long battle with Alzheimer's ... TMZ has learned.Campbell died Tuesday around 10 AM in a Nashville facility for Alzheimer's patients ... according to a source close to his family.The musician released more than 70 albums over a 50-year career, and had a series of hits in the '60s and '70s including ""Gentle on My Mind,"" ""Wichita Lineman,"" ""Galveston,"" ""Country Boy"" and his best-selling single, ""Rhinestone Cowboy.""Glen made history in 1967 by winning 4 Grammys in the country and pop categories, and took home CMA's Entertainer of the Year award in 1968.Campbell was also an actor and TV host who starred in the variety show, ""The Glen Campbell Goodtime Hour"" on CBS from 1969-1972. The 2014 documentary ""I'll Be Me"" documented Glen's farewell tour and struggle with his Alzheimer's diagnosis.He's survived by his wife, Kim Campbell, and 8 children. Kim's scheduled to speak at The Alzheimer's Alliance of Smith County luncheon in Tyler, Texas in November about the challenges faced by people living with the disease and their families.Glen was 81.RIP",kim & kanye,-2.602889060974121,-18.462974548339844
"Usher's insurance company put him on notice, with legal papers -- it will NOT pay for the $20 million herpes lawsuit against him if he loses because his policy doesn't cover STDs.New York Marine and General Insurance Company filed docs referencing the $20 mil case filed in Georgia by a Jane Doe ... who claims she contracted herpes from Usher after having sex with him at least twice this year. The insurer points out a clause in the singer's policy that excludes coverage for ""bodily injury ... arising out of the transmission of any communicable diseases by [Usher].""In the docs, the company also references the lawsuit filed by celebrity attorney Lisa Bloom on behalf of a John Doe, another Jane Doe and Quantasia Sharpton ... saying it also doesn't want to pay in that case.The company's also got beef with Usher over the reported settlement he paid to a woman in 2012 for allegedly infecting her. NYM&G says he never disclosed that matter when he signed its policy in 2016, so that's another reason it won't cover him in the Herpes suits.",usher herpes scandal,24.39314079284668,-5.504967212677002
"Corinne Olympios looked more than willing and fully conscious when she led DeMario Jackson into a pool as they started to hookup while shooting ""Bachelor in Paradise.""A scene that appears to be part of the controversial incident -- where Corinne essentially claimed sexual assault because she says she was not conscious -- was teased Monday night during the 'Bachelorette' finale. It shows Corinne leading DeMario into the pool in the daylight, with some of her fellow cast members close by ... and cameras rolling.It seems Corinne's speaking coherently and looks very with it ... much like we reported. It's unclear, though, how much time passed between this pool scene and the alleged sexual misconduct. Her legal team says the footage that alarmed a 'BiP' producer -- which eventually shut down production -- took place in a hot tub, not the pool.We've confirmed that's accurate, and Warner Bros. says that hot tub footage will not be aired.",bachelor pool scandal,48.57544708251953,0.16025857627391815
"Corinne Olympios was popping pills and mixing booze during ""Bachelor in Paradise"" filming before the infamous swimming pool hookup with DeMario Jackson ... TMZ has learned.Sources close to production tell TMZ ... Corinne made the admission during Saturday's taping of the 'BiP' reunion. We're told she didn't elaborate on what kind of Rx, but she's adamant -- ingesting the pills that day and mixing it with booze intensified her drunkenness, which she says led to her blacking out.TMZ broke the story ... production shut down following allegations of sexual misconduct in a pool. A producer felt Corinne was incapable of giving consent, but the video and interviews with various members of cast and crew led Warner Bros. honchos to conclude ... she knew what she was doing.It's interesting ... when 'BiP' filming resumed, new policies were implemented, such as checking bags for prescription drugs, legal or otherwise. Now it makes sense.",bachelor pool scandal,47.890018463134766,0.8859203457832336
"One of Usher's accusers, Quantasia Sharpton, proclaimed exactly one week before filing her STD lawsuit against the singer, she was hard up for cash.Quantasia, who also goes by Angel Valentino on social media, said last week, ""I need some money."" The Facebook post came exactly one week before her news conference with celebrity attorney Lisa Bloom, announcing the lawsuit against Usher.Also, early Monday morning ... she wrote, ""Enjoying my last couple of hours as a regular girl."" Seems Quantasia was well aware coming forward to make the herpes allegation against Usher would put her squarely in the spotlight.It's interesting since the other 2 people on the lawsuit filed anonymously, as Jane and John Doe.",usher herpes scandal,24.348318099975586,-5.528017044067383
"Usher allegedly had vaginal sex with at least one of the 2 women who are suing him for failing to disclose he has genital herpes, and he had oral sex with a male who is also suing him ... this according to a new lawsuit.According to the suit, obtained by TMZ, all 3 plaintiffs allegedly had sex with Usher, ""because Raymond [Usher] was a revered celebrity in their eyes who they believed could be loved and trusted.""The lawsuit claims Usher never told them about a herpes diagnosis. It's important to note, the lawsuit is based on news reports that Usher is carrying the STD and that he settled a herpes lawsuit for $1.1 million a few years back.The suit claims the 2 women and the man have all suffered severe emotional distress, depression and anxiety. It also says they have experienced embarrassment, shame, anxiety and revulsion.The suit does not give specifics on where the 3 people had sex with Usher nor does it say when. One of the plaintiffs, Quantasia Sharpton, held a news conference with her celeb lawyer, Lisa Bloom, saying Usher picked her out of a crowd during a concert and later had sex with her.Bloom says one of the plaintiffs -- not Sharpton -- has tested positive for herpes.The lawsuit doesn't specify the amount of damages, but asks for punitives as well as a judge's order requiring Usher to fully disclose his alleged herpes diagnosis.",usher herpes scandal,24.407590866088867,-5.499871253967285
"A woman who is suing Usher for allegedly exposing her to genital herpes has come forward, saying Usher cherry-picked her out of a crowd at one of his concerts, got her number, went to her hotel and had sex with her without disclosing he allegedly had genital herpes.Quantasia Sharpton appeared with celeb lawyer Lisa Bloom Monday morning, saying she was celebrating her 19th birthday at an Usher concert, wearing a birthday crown, when she was contacted by Usher's security.Sharpton says she's negative for herpes but still feels violated.Bloom went on to say she doesn't know for sure if Usher has herpes but there are media reports saying just that and he has remained silent.Bloom is filing a lawsuit on behalf of 2 women and 1 man, all of whom claim they have had sexual contact with Usher since his alleged diagnosis. She says 1 of the remaining clients -- either the man or woman -- has tested positive for herpes.Attorney Bloom went on to say she's been contacted by others and may file additional lawsuits.Bloom says one of the things she wants is a court order forcing Usher to reveal to his future sex partners that he has an STD ... again, his health status has not been confirmed.",usher herpes scandal,24.409160614013672,-5.501833915710449
"Justin Bieber can joke about it now ... driving over a photog is so a thing of the past.The Biebs was leaving The Peppermint Club in WeHo -- it took a while for his Mercedes G Wagon to come around to valet, and as the paps gathered ... the tension built.So you gotta see what happened once Justin's whip arrived, and he got behind the wheel -- the first time he's been in this situation since the accident 2 weeks ago. Let's just say, it looks like both Justin and the photogs have learned their lesson.Outta the way!",justin bieber,-40.1168212890625,-26.699193954467773
"Lewis Hamilton has a new purpose at the beach ... rep Justin Bieber to a T (shirtless).The Formula One race car driver was out Sunday on a beach in Barbados, where he was rockin' Bieber's Purpose Tour shorts ... the same ones the Biebs was seen in himself last week.From the looks of these pics ... Lewis must've thought they were gym shorts, 'cause he's in full beach action mode ... catching footballs and hitting the water.One thing's for sure -- he's got Bieber's look down lock, stock and barrel ... from showing off his tatted torso to even sagging a bit and giving Supreme some free press. Bieber did the same with Calvin Klein ... but he's got an endorsement deal with 'em.So the question here is ... who did it better?",justin bieber,-39.52812957763672,-27.65174674987793
"Kellyanne Conway is following President Trump's lead by squeezing in some fun in the sun while also knocking out her daily White House duties.Kellyanne was spotted lounging on a beach Sunday in Ventnor, New Jersey - where she owns a beach house - hours after she yakked it up on the Sunday morning talk shows.Kellyanne didn't squander precious beach time by going to a studio ... she did her live shots from her beach home, steps away from the sand..@KellyannePolls ""Even #Democrats don't want to be Democrats anymore just look #WestVirginia Gov became a #Republican"" pic.twitter.com/8WOLkIEOmcTrump is nearby after a mass exodus from the White House for major renovations involving heating and air conditioning.Chris Christie was nowhere in sight ... hey, when you have a beach to yourself, sunbathers all around you suck.",trump,-17.490880966186523,12.766661643981934
"Chester Bennington's inner circle was not about to let someone profit off his funeral ... so they stepped up and helped stop the person trying to sell his memorial items.Sources close to Chester tell TMZ ... they found out someone posted a program, wristband, lanyard and pin from Chester's service on eBay Tuesday, and immediately contacted the site asking to have the items removed.Ebay did exactly that ... but not before the highest bid topped $50,000. An eBay spokesperson tells us the company doesn't allow sales of items that ""attempt to profit from tragedy."" We're told they contacted and educated the seller, and will take further action if it happens again.",chester & chris cornell suicides,0.6331728100776672,-35.5201301574707
"Blac Chyna went from wheels down to wheelchair up at LAX Saturday, and it's unclear why she needed an assist.She can clearly walk, because she got out of the chair at some point and hoofed it to the car.  Our photog didn't ask why she was in the chair, but she probably wouldn't have answered.She was sure mum on a report Rob Kardashian threw shade on her newly-minted rapping career, but gotta say ... why throw shade on Kevin Federline ... ""Popozao"" is awesome.",rob & chyna,14.0773286819458,41.35036849975586
"Justin Bieber reaffirmed his faith Saturday in WeHo at a church event.The Biebs hit up the Zoe Church Conference at The Wiltern Theatre.  TMZ broke the story, Bieber cancelled the rest of his ""Purpose"" tour to work on his faith. He's been surrounded by pastors for months now ... notably Carl Lentz and Rich Wilkerson.Saturday would have been Bieber's Rose Bowl performance, but that along with other concert dates is a thing of the past.",justin bieber,-39.51856231689453,-26.703062057495117
"Floyd Mayweather doesn't get in the ring with Conor McGregor until August 26, but the battle is on for Vegas nightclubs scrapping to book the biggest names for that weekend.The lineups are already INSANE -- 50 Cent, Diddy, Chris Brown, The Chainsmokers, Jamie Foxx, Rick Ross, Calvin Harris, Amber Rose and even Conor himself are headlining parties. Here's how it's shaking out as of now:FRIDAY:Drai's -- 50 Cent, Trey Songz and JeezyHakkasan -- Steve AokiOmnia -- Calvin HarrisJEWEL -- J. ColeHard Rock -- Amber Rose, YFN Lucci and Allen IversonSATURDAY (after the fight):Drai's -- Chris BrownXS Nightclub -- The ChainsmokersHakkasan -- Travis ScottMarquee - DJ MustardThe LIGHT -- Rick RossJEWEL -- Jamie FoxxRehab Beach Club -- DiddyEncore Beach Club at Surrender - Conor McGregorIt won't be cheap if you want in with the celebs -- especially in VIP. One example ... a table at Diddy's party ranged from $1,500 to 20k, depending on location.",mcgregor mayweather fight,-8.679829597473145,26.90435218811035
"""Bachelor In Paradise"" is hyping a one-on-one showdown between Corinne Olympios and DeMario Jackson, but it will actually be more like Michael Phelps' race against a great white shark.Sources close to production tell us Corinne and DeMario did NOT come face-to-face when the reunion show taped Saturday. While promoting the show, host Chris Harrison has said he'll be talking with both of them together ... insinuating he'd be mediating/refereeing.While fans would eat that up ... it ain't gonna happen. We're told DeMario came out for a solo sit-down with Harrison, but left before Corinne did her one-on-one. We're told neither were briefed on plans to be onstage at the same time.Our DeMario sources tell us he's no longer interested in seeing Corinne face-to-face to hash out the aftermath from their pool sex encounter -- mostly because he doesn't think she would be genuine.",bachelor pool scandal,48.076377868652344,1.2941217422485352
"Vladimir Putin wants to show the world what he's made of ... which is now a little wrinkly.The Russian Prez is vacationing in Siberia ... catching both rays and fish.He seems super chill ... clearly not bothered by any grand jury investigation into election meddling. Trump's also on vacation, but the prospects of getting a shot of him without his shirt are slim.Putin likes to show the goods ... notably riding a horse barebacked back in 2009.",trump,-21.499086380004883,18.673828125
"Caitlyn Jenner did not wear a ""Make America Great Again"" hat Thursday as a show of support for Donald Trump ... it was a mistake tied to golf, a convertible, Starbucks and a purse.Caitlyn tells TMZ she drove from her Malibu home to Sherwood Country Club in Thousand Oaks, CA, in a 1960 Austin-Healey convertible. Before leaving home she realized she needed a hat ... something better than a golf visor to protect her hair. So she rummaged through the 10 hats in her closet and grabbed one without looking at the stitching.She says when she got to the club she threw the hat on the floor of the car, spent an hour or so hitting some balls and left. When she got to the car she grabbed the hat, saw the inscription and realized what she had done.She tells us she was horrified because she now detests Trump after he tweeted about the military transgender ban. Caitlyn says, ""What he's doing to our community is absolutely f***ing awful.""But Caitlyn had a dilemma on her hands ... wear the hat home or screw up her 'do. She chose the former, thinking no one was going to spot her. She wanted to stop at a Starbucks for a latte but exercised caution ... a mile from the coffee joint she switched to the golf visor and walked inside.When Caitlyn left, she switched again, deciding to wear the Trump hat home. She got halfway to her property when she realized she left her purse at Starbucks, which contained, among other things, her cellphone. Caitlyn panicked and raced back to retrieve her purse, forgetting she was wearing the hat.She ran inside, grabbed the purse and drove home. At some point she realized she still had the hat on but thought she could make it back undetected. She was wrong. Caitlyn says a photog snapped the pic somewhere between Starbucks and her Malibu home.As for what to do with the hat, she's thinking of signing it and auctioning it off and giving the proceeds to a transgender cause. On the other hand, she might just rip it up or burn it.",trump,-13.329791069030762,16.151092529296875
"The Usher scandal -- that he allegedly has herpes and had sexual contact with individuals without telling them -- is about to get bigger, because 2 women and a man are going to file a lawsuit claiming Usher exposed them to the STD.Celebrity attorney Lisa Bloom says she'll file the suit Monday in California and hold a news conference in NYC to correspond with the filing. One of the women will appear at the news conference. The 2 others will remain anonymous and will appear in the lawsuits only as Jane Doe and John Doe.Bloom says all 3 individuals claim to have had sexual contact with Usher after 2012, and he failed to warn them he allegedly had an STD.",usher herpes scandal,24.370651245117188,-5.517793655395508
"The Kardashian family believes Caitlyn Jenner has betrayed the transgender community by sticking with Donald Trump after the President vowed to ban transgender soldiers from the military.Sources with first-hand knowledge tell us, Caitlyn's latest stunt -- parading around Malibu wearing a ""Make America Great Again"" cap is an affront to the community she claims to champion. The family believes Caitlyn promotes transgender rights in a very selective way -- when it helps her.They think she's become heartless by flaunting views that hurt the LGBT community and it reaffirms they want nothing to do with her.",trump,-13.270930290222168,15.634836196899414
"Anthony Scaramucci is making the most of his 10 days as White House Communications Director, because we've learned he wants to turn his moment in the sun into a TV series or feature film.We've learned a major Hollywood producer has been in touch with Scaramucci to produce a White House version of ""Spin City."" There are 2 working titles -- ""10 Days in July"" and ""Attack of the Swamp Monsters."" Our vote is #2.We're told the initial feeling is the concept could work as a sitcom series or a feature.The concept is an outsider assuming power in D.C. to the great dismay of longtime political hacks who go straight for the jugular.",trump,-18.065820693969727,11.739039421081543
Judge Mathis thinks Donald Trump is in big trouble because Special Counsel Robert Mueller smells a crime.We got the TV jurist leaving Williams Sonoma in Bev Hills Thursday and asked him about the significance of the grand jury that will hear testimony about contacts with Russian officials and presumably a lot more.,trump,-17.748510360717773,18.647140502929688
"Justin Bieber ain't afraid to put his pastor pal in check ... especially when the guy jacks his move.The Biebs took a mini tour around WeHo Thursday night ... first hitting up the trendy boutique Maxfield before making his way over to Catch. Justin kept mum until one of the guys in his crew, Pastor Rich Wilkerson, busted out the ""Smokey Eye"" for the paparazzi. That's when he mockingly got in Rich's grill.If you didn't see ""Zoolander 2"" (lucky you) ... that was JB's response to ""Blue Steel.""All in all ... Justin was in a great mood for good reason. As we reported, Justin won't be facing charges for driving over a photog last week.",justin bieber,-40.01359558105469,-26.886249542236328
"Usher and his wife, Grace Miguel, are rock solid on the heels of the $20 million lawsuit against him for allegedly giving a woman herpes ... TMZ has learned.Sources close to the couple tell TMZ ... Grace isn't concerned at all about the allegation Usher slept with a woman, who sued as Jane Doe, at least twice this year. We're told Grace, who's been Mrs. Ush for 2 years, isn't giving the lawsuit any weight.Our sources say the woman suing has a history with Usher. She was a close friend of his first wife, Tameka Foster, and attended their 2007 wedding. We're told Usher believes she has a thing against him, and has for a long time. That's why Grace is paying her no mind.As we first reported ... the woman wants $20 mil from Usher for allegedly giving her herpes.",usher herpes scandal,24.46074104309082,-5.4774394035339355
"Caitlyn Jenner isn't letting the whole transgender ban thing get in the way of what appears to be her undying support for President Trump.Jenner was out and about Thursday, in a sporty car sporting a ""Make America Great Again"" hat.It's pretty stunning, because she went ham on the Prez after his transgender military ban tweets, saying, ""I believe every American should be outraged by the disrespect shown to those people wearing our country's uniform.""Jenner's been a die-hard Republican for a long time, and she's gotten a lot of heat from the transgender community for not passionately carrying the torch.",trump,-13.248499870300293,15.654369354248047
"Blac Chyna doesn't just want to be in music videos with Nicki Minaj, she wants to BE the new Nicki Minaj, and several record labels are jumping at the chance to make it happen.Several sources close to Blac Chyna tell us she's entering the music game and is already recording in the studio. As for what type of music ... rap, ""poetry music"" and traditional singing.The catalyst was the Yo Gotti music video shoot down in Miami a couple weeks back with Nicki, who Chyna sees as a mentor. The next step is to get signed.We're told Chyna's lined up several meetings with record labels in L.A., and already met bigwigs at Capital Records.The good news for Rob ... Chyna's not into diss tracks.😋",rob & chyna,12.508706092834473,43.21489715576172
"New Hampshire Senator Jeanne Shaheen is outraged at Donald Trump's jab at her state, and she's not afraid to show it.Our photog got the Senator at the Capitol Thursday, and she was none too pleased that President Trump told the Mexican President that N.H. is a ""drug infested den.""Shaheen clearly feels Trump is part of the problem, spending his time trashing people and places rather than solving real problems like health care for the poor.",trump,-22.67043113708496,17.534564971923828
"It's a rematch more than 30 years in the making ... Rocky Balboa vs. Ivan Drago -- and it's GOING DOWN in ""Creed 2,"" so says Sylvester Stallone.Sly teased that Drago's coming back to the big screen for the ""Creed"" sequel -- but no one's really sure what the storyline will be.Now, another clue ... with Stallone telling TMZ Sports things are definitely going to get violent between Rocky and Drago -- ""You know I gotta hit Drago once.""Of course, Drago -- played by Dolph Lundgren -- killed Apollo Creed in ""Rocky IV."" And the rumblings are that Adonis Creed will fight Drago's kid to get revenge.BONUS -- Stallone also weighed in on Floyd Mayweather's projected $300 MILLION payday for the McGregor fight.Sly's shocked ... that he's not making MORE!",mcgregor mayweather fight,-9.739675521850586,25.503318786621094
"Blac Chyna and Rob Kardashian are close to wrapping negotiations on a custody agreement for their daughter, Dream, and the big revelation from the talks so far -- Chyna's killing it financially.Sources close to the situation tell TMZ ... neither Rob nor BC has requested child support from the other ... yet. If that changes though, Rob would likely be the one asking for a couple of reasons.First, Rob has Dream more often than Chyna -- we're told that's always been the case. Second, she makes way more money than he does. We're told Rob banks very little on his own outside of the family reality show. Chyna, on the other hand, makes huge chunks of change on appearances and hosting gigs.So, even if custody ends up being a 50/50 split ... there's at least the possibility Rob could eventually go after her for support. But right now, that's not on the table, and we're told they're close to reaching a settlement.",rob & chyna,14.653717994689941,42.70656204223633
"Linkin Park's Mike Shinoda is trying to get back to a normal life after his bandmate Chester Bennington's death nearly two weeks ago.Shinoda and his wife, Anna, held hands Wednesday as they left Beverly Glen Market in Los Angeles. Sad thought for Linkin Park fans ... Mike and the rest of the band would've been on the East Coast this week. Of course, they canceled the tour after Chester's suicide.Shinoda, along with bandmate Joe Hahn, eulogized Chester at Saturday's private funeral in Palos Verdes.",chester & chris cornell suicides,0.4872846007347107,-35.38499069213867
"Anthony Scaramucci's expletive-laced rant to a reporter was recorded, and The New Yorker just released the audio.The reporter, Ryan Lizza, captured his phone convo with Scaramucci last week, and you can hear the then-White House Communications Director's now infamous reference ... ""I'm not Steve Bannon, I'm not trying to suck my own c**k.""The Mooch also accused Reince Priebus of repeatedly c**kblocking him from landing his White House gig. As bad as it sounds, Scaramucci comes off as relatively calm on the audio ... even as he's dropping c-bombs and other obscenities.Scaramucci resigned from his post Monday. As we told you, rumors he was dating FOX News' Kimberly Guilfoyle might've been the last straw.",trump,-18.162307739257812,11.637704849243164
"Faye Resnick -- the best friend of the woman O.J. Simpson killed -- seems unhinged over his impending release from prison.We got Nicole Brown Simpson's best friend in WeHo Wednesday leaving Catch restaurant and she made it clear ... she has NOTHING to say about O.J.'s entrance back into society.Faye's got reason to fear Simpson. During his murder trial O.J. and his legal team tried to blame Nicole's death on her ... falsely suggesting a Colombian drug cartel may have slit Nicole's throat because Faye didn't pay a cocaine bill.Resnick has called Simpson ""pathological"" and we're told she still fears him.",o.j. simpson,-13.56729793548584,-23.51171875
"Justin Bieber can breathe a sigh of relief -- we're told cops are not recommending any criminal charges against him for accidentally running his truck into a paparazzo.Law enforcement sources tell TMZ ... they've determined Bieber had no intent to strike the paparazzo when he left church last week. As we reported, Bieber's monster truck knocked the photographer to the ground. The photog went to the hospital for a leg injury.What's more, cops tell us the photog was in the wrong for standing in the street, but since that's a minor crime he won't be charged because it wasn't committed in the presence of police.As for a civil lawsuit ... well, that's almost a sure thing, but it seems Bieber has a leg up because he had the right of way, was blinded by camera flashes and the photog was where he shouldn't have been.",justin bieber,-39.90690231323242,-25.249820709228516
"Gene Simmons thinks Justin Bieber's a spoiled brat who needs to get a life -- and yet he also wishes him well.The KISS co-founder was out in Bev Hills Wednesday when a pap asked him if he had any advice for JB after canceling the Purpose tour. Gene ain't buying Bieber's reason for bailing, and has a theory about what's truly ailing the young pop star.",justin bieber,-38.873741149902344,-26.749847412109375
"Diedrich Bader can't believe President Trump reportedly said the White House is a ""dump,"" 'cause he's been there himself ... and says America's crib is in tip-top shape.We got the actor and comedian Wednesday in L.A. and asked what he made of the Prez reportedly taking shots at the historic house to members of his golf club in Bedminster, NJ. Seems Diedrich hadn't heard the news ... and he's genuinely shocked.He tells us he's visited before, and insists it's a structure any American would be proud to call their home. As far as Trump allegedly dumping on it ... Diedrich says it coulda been a bad Trump joke.I love the White House, one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUEHere's the thing ... we know for a fact Trump holds the White House in high regard, and has consistently referred to it as ""luxurious."" Still, Diedrich's not happy with the suggestion otherwise.",trump,-20.192615509033203,13.80333423614502
